,iloc,distance
582,1,3.3071973905398426
583,4,2.4787100868691994
584,2,4.088272510370981
585,2,7.370040485728426
586,4,1.8505065360401347
587,2,16.402389065403156
588,4,1.6294264645238168
589,1,4.042507931713125
590,3,1.7460048757814322
591,2,4.805714566752739
592,4,2.396595210567598
593,4,2.311462034862426
594,4,1.3490169082922754
595,4,2.0297734634315763
596,4,2.7787803908582087
597,3,4.276341594076078
598,3,3.0012880329678837
599,4,1.4576566026621378
600,1,2.6960866578341305
601,4,1.6858226161415013
602,1,4.264870401681003
603,3,1.8561712737880398
604,3,2.824458252856007
605,4,3.493602846686003
606,1,2.9738321212153
607,3,2.6952172162295702
608,1,3.0693267085831804
609,3,2.744708885362617
610,1,10.407559176383836
611,4,2.1730987005361215
612,3,3.149916201382292
613,3,3.3907988667162456
614,4,1.6685591113521436
615,1,6.518428046349707
616,2,4.837577273296757
617,3,1.9446527979167394
618,4,2.9311125169182586
619,2,2.4362826154276602
620,2,6.125877105586401
621,4,1.7725915744434966
622,2,4.08451125749664
623,3,1.6494606692299667
624,2,4.91267024512562
625,3,2.7232395042553885
626,3,1.9431517588244471
627,3,1.7006825260562815
628,2,3.8889543159772404
629,2,3.0861592462375103
630,3,2.471038637673099
631,4,1.4543112844682555
632,4,3.711425337353843
633,1,3.5922288968463385
634,1,7.677043623001976
635,4,2.080480083283466
636,4,1.3475466002941157
637,1,4.476243039985131
638,4,1.445815734532294
639,3,3.3486570826880735
640,3,1.840767249946664
641,1,2.87540046987988
642,3,4.220981091781831
643,2,6.426628873643973
644,2,2.863373601647572
645,2,12.990579457015558
646,1,1.7063407159967496
647,3,4.752525017019306
648,1,3.0265718881806367
649,4,4.551886614991687
650,3,3.4724191233977213
651,3,2.718020849560346
652,2,6.171696903497511
653,4,5.570667354865194
654,4,3.8225909253984653
655,2,2.933789191909695
656,3,4.541144294871539
657,4,2.469010171220676
658,2,10.412054222619568
659,4,2.8304587784162965
660,4,2.904687521879402
661,3,4.285928285646941
662,3,5.450779217345213
663,4,1.2765463172046208
664,3,2.446174178715524
665,3,2.742245394525507
666,0,5.696689147151087
667,4,3.972410106103347
668,3,4.294095086598886
669,2,8.796883744774206
670,4,1.7377222495808715
671,4,2.536151788851765
672,3,2.6433932045125657
673,3,1.9820795350947296
674,1,2.240112332831657
675,3,1.8305053928955888
676,4,2.9445053389584723
677,2,4.473997256657132
678,4,3.501530186152745
679,1,3.3501940778090105
680,4,3.352493175050327
681,1,4.934467812616759
682,3,2.306575496577384
683,3,3.2738492917098263
684,3,3.3204051022607075
685,4,1.921854117120161
686,3,4.143981161697914
687,4,3.5863907148664573
688,4,2.3969766202290086
689,3,2.917642064648499
690,2,5.615724389614977
691,3,3.211760282907923
692,3,4.035877898855265
693,3,2.716023992398827
694,4,1.7802399167620282
695,3,1.684405997065554
696,1,5.0856333569171115
697,0,2.5626840556478707
698,2,4.85754598186119
699,3,1.7363539423537746
700,4,2.1978017741168356
701,4,4.243444200155962
702,4,2.2105013727858336
703,4,2.1520856565577744
704,3,3.4174425401941466
705,4,2.0400373135622436
706,4,1.9854784539535457
707,1,2.6069406531250694
708,2,8.162063821459654
709,2,2.9123073948887845
710,1,4.211729780849274
711,4,1.460065982713818
712,2,3.626250487218113
713,3,1.9604654122823786
714,4,3.6593976732547966
715,1,4.122398421258939
716,1,3.414213217272559
717,4,1.4242618068628805
718,4,2.560406601490745
719,4,1.427655581723582
720,4,2.2473846597450358
721,4,2.7380625065751283
722,4,1.2705783223531255
723,1,5.09901438946262
724,4,2.451719763198344
725,2,5.456545844525463
726,2,4.5203531541078235
727,4,2.3332168319574955
728,3,1.6746083065257593
729,3,2.8801286059683795
730,4,1.4131400214902101
731,4,2.535217980899101
732,4,2.194176001125837
733,2,4.44482896731536
734,3,2.50146513925127
735,1,7.821804839692235
736,4,3.2008282551786116
737,4,2.38143312162663
738,4,1.3858712762809744
739,1,2.196869224546361
740,4,4.310801319347756
741,3,3.2184792643450963
742,4,2.8964823392632377
743,1,3.196224979806763
744,4,2.8015508149675115
745,3,2.1439186114152
746,4,2.639064444737763
747,4,2.138156201679941
748,3,2.098764281080768
749,3,2.8721793503322366
750,1,4.2662839976939555
751,3,2.557832900159163
752,1,2.4689015936087317
753,4,3.9409462181586132
754,4,2.8499063655990837
755,1,3.842094438397539
756,3,3.610096112296566
757,1,2.894672569239546
758,3,1.7135740017514056
759,3,3.704077085897651
760,1,2.4462679226754815
761,3,2.342774327988638
762,1,1.7531121126379772
763,1,1.8463779928807624
764,4,3.225093216582048
765,4,1.833311433702743
766,4,1.240695187329171
767,4,1.3929102876292727
768,1,3.380872537450206
769,3,3.9828392194603626
770,4,2.4147254538320255
771,2,4.262961346282567
772,4,1.3416545592003701
773,3,2.127814613519296
774,4,1.3409066655256159
775,4,2.9004710837490064
776,2,5.372537036447745
777,3,2.169368790762176
778,4,1.5718823579034789
779,3,3.9257977895925467
780,1,4.625749509933687
781,4,1.7335226264990737
782,2,5.0572809097457325
783,3,2.6776433166631595
784,3,2.2167302757325045
785,3,1.9607198659558884
786,1,2.070749128836649
787,4,2.6961450160765223
788,1,3.3834596952039693
789,1,7.265230747632368
790,3,2.2461380151904646
791,3,1.9723108302030041
792,4,2.5121857737890387
793,4,1.862958274808478
794,4,2.8874795653044454
795,3,1.8288417448943968
796,4,1.4493810954685524
797,3,3.2446596144937483
798,3,1.8342197705949335
799,3,2.4660127182631295
800,1,5.726365083999074
801,2,4.595381605459
802,4,5.257648840769368
803,1,2.8892279373767384
804,3,1.6673182393755908
805,4,1.3745427182369254
806,3,3.231479083490202
807,3,2.3943319538596346
808,4,1.340782241760721
809,3,2.8996468910368134
810,1,4.185160684056204
811,3,3.93722205349663
812,1,1.9930265457435707
813,4,1.4625603605735948
814,4,3.1357110753841537
815,4,1.7143505075732726
816,3,2.694355088719089
817,4,1.8029520882668917
818,3,1.9936475680642494
819,4,4.666896175827865
820,4,2.9839999833399173
821,4,1.3936236436883402
822,4,1.7015341118640592
823,4,2.685615427271379
824,3,4.098487716336135
825,4,1.2732149481417543
826,1,2.042211103618416
827,3,1.2286901520670315
828,3,1.1257588282740052
829,1,2.29241194622662
830,4,2.500623919770384
831,4,1.4984242181959992
832,4,1.2428840647652395
833,4,1.414008010349454
834,3,1.5020042232849
835,3,1.675475450955764
836,3,1.8970516892160125
837,3,2.489115407388221
838,3,1.7839364401218483
839,4,1.2879267498033604
840,3,2.895791289951646
841,1,2.715257856274342
842,1,10.079823787217373
843,1,4.04481732067902
844,1,5.150708469559533
845,1,2.993754778324772
846,4,1.4272500408502338
847,3,2.741795346181952
848,1,2.609618043104698
849,4,2.586054288746708
850,4,1.1986367797651254
851,1,4.478999244660444
852,4,1.2977724287089518
853,1,4.1517504095391775
854,2,12.361143670884118
855,4,1.9296895790904434
856,1,5.043870363099237
857,2,4.455828205879889
858,4,1.3441301290880652
859,3,2.3194163999741337
860,4,4.183606359108969
861,3,3.8938650151330045
862,3,1.6943355251942203
863,3,1.7989644998039895
864,3,1.9095102819020586
865,4,2.2210596349350165
866,1,4.209090956747494
867,4,2.1972401195890257
868,4,1.4024954823120854
869,4,1.3696400501472856
870,1,3.03378636076906
871,2,3.9587124313540283
872,4,2.4030936048667586
873,4,3.150913183188418
874,3,2.389756101133778
875,4,1.425504090887707
876,3,2.9914628858717025
877,4,1.9937871904832472
878,1,2.0491326187774583
879,4,4.350366237129368
880,4,2.9728159127673206
881,3,2.9143474201530783
882,1,1.4978002547338345
883,1,12.467173992416745
884,3,3.8404847563469287
885,4,2.005186060031211
886,2,5.082137118141506
887,3,3.175462156053567
888,3,1.6066570159166604
889,3,4.187200292646041
890,3,2.1583773545436635
891,2,4.7596527339781245
892,4,2.076361239526093
893,1,1.801422642611724
894,3,2.7440578866688425
895,3,4.357930765959751
896,3,2.342151856159109
897,4,4.570743209906323
898,1,5.8415829093881095
899,3,2.1043342466546853
900,4,1.3651206109557685
901,4,1.726053933272649
902,1,3.3835407936583204
903,1,3.638572735602196
904,4,1.00166156877766
905,3,3.351357005850815
906,4,1.7044193104468326
907,4,1.6829966825895022
908,4,3.240553597151115
909,1,2.0993246636479452
910,1,1.8972984637866526
911,4,2.7917386547213052
912,3,3.8253436091723416
913,3,1.8384427649396922
914,3,3.345417763514052
915,4,1.4523146155917261
916,2,4.891176291280311
917,3,2.667858193790418
918,4,2.575065650329962
919,2,5.188089601373071
920,4,2.005774072189512
921,3,3.3648533495475963
922,1,5.047604031405798
923,3,1.6560558809538883
924,1,2.089266905107919
925,3,3.3129049650218723
926,3,3.3877030800712333
927,4,2.189539055055228
928,1,2.341982656002188
929,4,1.4287461950020068
930,4,1.7676210371521608
931,3,2.4935462153785273
932,3,2.8866099669025647
933,4,3.5901922816480702
934,3,1.9440706787814128
935,4,1.4733492561840653
936,3,1.6761449526455194
937,4,2.422883480823224
938,2,4.986810516213736
939,1,4.899055314887948
940,4,2.8991821780147813
941,2,9.443897839925318
942,1,2.757861127778623
943,1,3.0731044073401463
944,3,1.5595940352912696
945,4,1.9484564538738498
946,4,5.048447141299437
947,4,1.563185208258985
948,4,1.4475225971250825
949,3,1.9575340418870335
950,3,3.371898637547444
951,3,2.080956810394527
952,3,2.6784822225896017
953,4,1.5207659709082821
954,3,2.997292371371716
955,4,2.5047183922140737
956,4,3.16237273615994
957,4,2.1572671553070575
958,4,1.3412023163871463
959,4,1.4917954172019183
960,3,3.2394886823563023
961,4,2.4497004561690074
962,1,3.0906691115470544
963,3,1.850278073884406
964,3,2.3624542929182186
965,3,2.035261083617548
966,3,1.819500849264478
967,3,3.922272998385119
968,4,1.8792547555198278
969,1,2.9008405935149124
970,2,16.999311348065945
971,3,3.817090991817167
972,4,1.4657932341546167
973,1,3.9825820417791107
974,4,3.413413512311287
975,3,4.230414502993261
976,3,2.532590503727294
977,1,3.8213277020087095
978,4,1.122997773272161
979,3,1.9748834752170419
980,4,1.6382880358309717
981,3,3.4722687511631003
982,3,5.42389016412947
983,4,1.4384774735621157
984,1,4.018862437516806
985,3,2.0192868652433407
986,4,1.4640384992554054
987,4,4.714880537040197
988,3,2.9684145783241958
989,1,1.746230725874496
990,2,4.915045061487451
991,3,3.1101287633166046
992,4,1.086876629353895
993,3,3.2031499702359647
994,3,3.1176782764305893
995,4,1.2488768881006904
996,3,1.6940737535999526
997,4,1.4866380154665897
998,3,2.6609668196770118
999,3,1.9070258132336961
1000,4,2.5571471282057137
1001,4,1.912009731004817
1002,4,1.1457134716594213
1003,4,1.7900547805957003
1004,4,1.3703657162209322
1005,3,3.628122712763069
1006,3,2.259057926565434
1007,1,4.471998619115025
1008,3,4.480345820682838
1009,4,4.60169637629894
1010,3,2.917137960419914
1011,4,2.29349902220933
1012,1,8.166641309166987
1013,4,1.377073817590995
1014,4,2.236703171988197
1015,3,3.4928000464591435
1016,4,5.635069227806416
1017,4,3.131297133069969
1018,3,2.251803569390743
1019,3,1.9438668547479658
1020,4,1.380329440951482
1021,4,2.299508794227748
1022,3,1.6076904628292648
1023,3,2.803912821613769
1024,4,1.3505478834925397
1025,3,3.187187022613896
1026,4,1.2876652309249348
1027,0,4.8141792058932715
1028,4,1.8413635166433013
1029,1,2.704876204539379
1030,1,1.9404273941153314
1031,3,3.4974128729047083
1032,1,4.4311078344936865
1033,3,3.3825286626311666
1034,4,2.952600439591395
1035,1,2.347607631395689
1036,4,1.4328120462408114
1037,1,1.7953743986831647
1038,3,1.413941990115675
1039,4,1.2677501906401454
1040,4,4.496711383687223
1041,4,7.167588629877792
1042,1,3.6903131458836675
1043,3,2.7412967858576067
1044,4,3.9154622893205104
1045,3,3.353947923801684
1046,4,2.7955742546119056
1047,3,3.448084582867544
1048,4,1.2511365634290468
1049,4,1.513462441414222
1050,4,3.055180800781706
1051,4,1.673850427466975
1052,3,3.4029925960084726
1053,2,3.963330748423071
1054,3,3.6624307599705
1055,3,1.7055143588072206
1056,3,1.8242078162376654
1057,3,3.527044917153172
1058,3,3.522977896436878
1059,1,15.860470552039862
1060,4,1.374941903678733
1061,3,4.443362153602717
1062,3,3.4088286138190997
1063,1,2.924147517187674
1064,4,1.308637884432863
1065,4,1.5607183199720271
1066,4,1.831762453545571
1067,4,2.2657584514055005
1068,1,2.136973393251707
1069,4,1.5040550937170993
1070,4,2.7685782087347355
1071,3,2.852035820756219
1072,4,2.7784443953228823
1073,4,1.7781636151345435
1074,4,3.532698825236444
1075,4,2.1503732900233956
1076,1,1.7280189375624315
1077,4,2.4958836878556747
1078,4,1.8195255100292158
1079,3,2.7797583633804055
1080,4,1.8034126025117545
1081,3,2.121648704488538
1082,4,1.3312113327093018
1083,4,4.523670221192495
1084,3,2.6811865978105662
1085,4,2.460495235249973
1086,1,1.9263329082135805
1087,3,2.9242069272246902
1088,4,2.6983834776163795
1089,1,3.4793304559040563
1090,4,2.07945953242474
1091,1,2.343436649052385
1092,4,2.4831348157565007
1093,3,2.0822462894622693
1094,4,2.04845371259749
1095,3,2.6277088559847455
1096,1,3.8772695813188154
1097,4,3.1468681273236014
1098,3,2.7224968629606927
1099,4,1.1383960800783397
1100,1,1.4633820200653336
1101,3,2.165704258047467
1102,3,1.873793482167927
1103,3,2.351131267753491
1104,4,2.210344963573274
1105,4,1.6032483252346628
